T(K)     P(bar)   d(mol/L)   x(1)
 CRI
 272.0721   82.3534   10.1633  0.388517 0.61148E+00   2   1
 271.5686   82.3680   10.1815  0.393517 0.60648E+00   2   1
 271.0625   82.3789   10.1996  0.398517 0.60148E+00   2   1
 270.5537   82.3860   10.2176  0.403517 0.59648E+00   2   1
 270.0424   82.3893   10.2355  0.408517 0.59148E+00   2   1
 269.5284   82.3887   10.2533  0.413517 0.58648E+00   2   1
 269.0117   82.3841   10.2711  0.418517 0.58148E+00   2   1
 268.4925   82.3755   10.2887  0.423517 0.57648E+00   2   1
 267.9705   82.3628   10.3063  0.428517 0.57148E+00   2   1
 267.4460   82.3460   10.3238  0.433517 0.56648E+00   2   1
 266.9187   82.3249   10.3411  0.438517 0.56148E+00   2   1
 266.3888   82.2996   10.3584  0.443517 0.55648E+00   2   1
 265.8562   82.2699   10.3755  0.448517 0.55148E+00   2   1
 265.3210   82.2358   10.3925  0.453517 0.54648E+00   2   1
 264.7831   82.1973   10.4093  0.458517 0.54148E+00   2   1
 264.2425   82.1542   10.4260  0.463517 0.53648E+00   2   1
 263.6992   82.1066   10.4426  0.468517 0.53148E+00   2   1
 263.1532   82.0543   10.4590  0.473517 0.52648E+00   2   1
 262.6045   81.9973   10.4753  0.478517 0.52148E+00   2   1
 262.0532   81.9354   10.4913  0.483517 0.51648E+00   2   1
 261.4991   81.8688   10.5072  0.488517 0.51148E+00   2   1
 260.9424   81.7972   10.5229  0.493517 0.50648E+00   2   1
 260.3830   81.7207   10.5385  0.498517 0.50148E+00   2   1
 259.8210   81.6392   10.5538  0.503517 0.49648E+00   2   1
 259.2562   81.5525   10.5689  0.508517 0.49148E+00   2   1
 258.6888   81.4607   10.5837  0.513517 0.48648E+00   2   1
 258.1187   81.3637   10.5984  0.518517 0.48148E+00   2   1
 257.5460   81.2614   10.6127  0.523517 0.47648E+00   2   1
 256.9706   81.1538   10.6269  0.528517 0.47148E+00   2   1
 256.3925   81.0409   10.6407  0.533517 0.46648E+00   3   1
 255.8118   80.9224   10.6543  0.538517 0.46148E+00   3   1
 255.2285   80.7985   10.6677  0.543517 0.45648E+00   3   1
 254.6426   80.6690   10.6807  0.548517 0.45148E+00   3   1
 254.0541   80.5340   10.6934  0.553517 0.44648E+00   3   1
 253.4629   80.3933   10.7057  0.558517 0.44148E+00   3   1
 252.8692   80.2469   10.7178  0.563517 0.43648E+00   3   1
 252.2729   80.0947   10.7295  0.568517 0.43148E+00   3   1
 251.6741   79.9368   10.7408  0.573517 0.42648E+00   3   1
 251.0727   79.7730   10.7518  0.578517 0.42148E+00   3   1
 250.4688   79.6033   10.7623  0.583517 0.41648E+00   3   1
 249.8625   79.4278   10.7725  0.588517 0.41148E+00   3   1
 249.2536   79.2462   10.7823  0.593517 0.40648E+00   3   1
 248.6422   79.0587   10.7916  0.598517 0.40148E+00   3   1
 248.0284   78.8652   10.8005  0.603517 0.39648E+00   3   1
 247.4122   78.6656   10.8089  0.608517 0.39148E+00   3   1
 246.7935   78.4600   10.8168  0.613517 0.38648E+00   3   1
 246.1725   78.2482   10.8242  0.618517 0.38148E+00   3   1
 245.5491   78.0303   10.8312  0.623517 0.37648E+00   3   1
 244.9234   77.8063   10.8376  0.628517 0.37148E+00   3   1
 244.2953   77.5762   10.8434  0.633517 0.36648E+00   3   1
 243.6650   77.3398   10.8487  0.638517 0.36148E+00   3   1
 243.0323   77.0973   10.8534  0.643517 0.35648E+00   3   1
 242.3974   76.8486   10.8576  0.648517 0.35148E+00   3   1
 241.7603   76.5937   10.8611  0.653517 0.34648E+00   3   1
 241.1210   76.3327   10.8639  0.658517 0.34148E+00   3   1
 240.4795   76.0654   10.8662  0.663517 0.33648E+00   3   1
 239.8358   75.7920   10.8677  0.668517 0.33148E+00   3   1
 239.1900   75.5124   10.8686  0.673517 0.32648E+00   3   1
 238.5420   75.2266   10.8687  0.678517 0.32148E+00   3   1
 237.8920   74.9348   10.8681  0.683517 0.31648E+00   3   1
 237.2398   74.6368   10.8668  0.688517 0.31148E+00   3   1
 236.5856   74.3327   10.8647  0.693517 0.30648E+00   3   1
 235.9294   74.0226   10.8619  0.698517 0.30148E+00   3   1
 235.2711   73.7064   10.8582  0.703517 0.29648E+00   3   1
 234.6108   73.3843   10.8537  0.708517 0.29148E+00   3   1
 233.9484   73.0562   10.8483  0.713517 0.28648E+00   3   1
 233.2841   72.7222   10.8421  0.718517 0.28148E+00   3   1
 232.6178   72.3823   10.8350  0.723517 0.27648E+00   3   1
 231.9494   72.0366   10.8270  0.728517 0.27148E+00   3   1
 231.2791   71.6851   10.8181  0.733517 0.26648E+00   3   1
 230.6067   71.3278   10.8082  0.738517 0.26148E+00   3   1
 229.9324   70.9649   10.7974  0.743517 0.25648E+00   3   1
 229.2560   70.5964   10.7856  0.748517 0.25148E+00   3   1
 228.5776   70.2223   10.7729  0.753517 0.24648E+00   3   1
 227.8971   69.8427   10.7591  0.758517 0.24148E+00   3   1
 227.2145   69.4577   10.7443  0.763517 0.23648E+00   3   1
 226.5299   69.0672   10.7284  0.768517 0.23148E+00   3   1
 225.8430   68.6715   10.7115  0.773517 0.22648E+00   3   1
 225.1540   68.2705   10.6935  0.778517 0.22148E+00   3   1
 224.4628   67.8643   10.6744  0.783517 0.21648E+00   3   1
 223.7692   67.4529   10.6542  0.788517 0.21148E+00   3   1
 223.0734   67.0365   10.6329  0.793517 0.20648E+00   3   1
 222.3751   66.6151   10.6104  0.798517 0.20148E+00   3   1
 221.6743   66.1887   10.5868  0.803517 0.19648E+00   3   1
 220.9710   65.7574   10.5621  0.808517 0.19148E+00   3   1
 220.2650   65.3213   10.5362  0.813517 0.18648E+00   3   1
 219.5564   64.8804   10.5091  0.818517 0.18148E+00   3   1
 218.8448   64.4348   10.4808  0.823517 0.17648E+00   3   1
 218.1304   63.9846   10.4513  0.828517 0.17148E+00   3   1
 217.4129   63.5297   10.4207  0.833517 0.16648E+00   3   1
 216.6923   63.0703   10.3888  0.838517 0.16148E+00   3   1
 215.9683   62.6064   10.3557  0.843517 0.15648E+00   3   1
 215.2409   62.1381   10.3214  0.848517 0.15148E+00   3   1
 214.5100   61.6653   10.2858  0.853517 0.14648E+00   3   1
 213.7753   61.1881   10.2490  0.858517 0.14148E+00   3   1
 213.0367   60.7067   10.2110  0.863517 0.13648E+00   3   1
 212.2941   60.2209   10.1718  0.868517 0.13148E+00   3   1
 211.5473   59.7309   10.1313  0.873517 0.12648E+00   3   1
